OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001188,MRS. WILSON,Well,MRS. WILSON,15070102,,,,,34.5198611,-112.2229400,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001189,ELIZABETH GRAHAM,Well,ELIZABETH GRAHAM,15070102,,,,,34.5727500,-112.3151100,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001191,SHAMROCK - STANDBY,Well,SHAMROCK - STANDBY,15070102,,,,,34.5708333,-112.2744400,,,,Interpolation-Map,NAD27,4728,ft,,,Topographic Map Interpolation,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001192,B-14-1 34BAB,Well,B-14-1 34BAB,15070102,,,,,34.5568055,-112.3546100,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001193,BRADSHAW MTN. JR. HIGH,Well,BRADSHAW MTN. JR. HIGH,15070102,,,,,34.5453333,-112.2517200,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001194,NED LEIGH,Well,NED LEIGH,15070102,,,,,34.5452500,-112.2206600,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001195,SMITH/HODGES,Well,SMITH/HODGES,15070102,,,,,34.5434722,-112.2228300,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001215,NUANEZ WELL,Well,NUANEZ WELL,15060202,,,,,34.8392222,-111.7858300,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001216,WOOD WELL,Well,WOOD WELL,15060202,,,,,34.8319444,-111.7948800,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001217,STORY WELL,Well,STORY WELL,15060202,,,,,34.8320555,-111.8116600,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001230,B-16-2 14CCC,Well,B-16-2 14CCC,15060202,,,,,34.7609722,-112.4455500,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001239,COCHISE SCHOOL WELL/ BUHO,Well,COCHISE SCHOOL WELL/ BUHO,15050201,,,,,32.1127222,-109.9211900,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001264,NACO WATER #2,Well,NACO WATER #2,15080301,,,,,31.3541402,-109.8807900,,,,GPS Carrier Phase Static Relative Position,NAD27,4710,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001287,D-24-24 5AAB,Well,D-24-24 5AAB,15050202,,,,,31.3788611,-109.9217700,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001288,D-21-31 3BCD,Well,D-21-31 3BCD,15040006,,,,,31.6324722,-109.1799400,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001293,D-17-21 31DDA,Well,D-17-21 31DDA,15050202,,,,,31.9079444,-110.2311300,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001332,D-24-21 3AAB,Well,D-24-21 3AAB,15050202,,,,,31.3788333,-110.1925800,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001335,D-23-27 16AAA,Well,D-23-27 16AAA,15080301,,,,,31.4361111,-109.5971900,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001338,D-22-20 1BCA,Well,D-22-20 1BCA,15050202,,,,,31.5500277,-110.2704100,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001358,D-13-22 33DAC,Well,D-13-22 33DAC,15050202,,,,,32.2567777,-110.1001900,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001361,D-13-29 25CCC,Well,D-13-29 25CCC,15040006,,,,,32.2650277,-109.3467700,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001439,A-9-2 27CBB,Well,A-9-2 27CBB,15070102,,,,,34.0910833,-112.1493800,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001442,A-11-2 25BDD,Well,A-11-2 25BDD,15070102,,,,,34.3045555,-112.1035000,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001451,B-21-2 14BCC,Well,B-21-2 14BCC,15060201,,,,,35.2024722,-112.4763800,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001455,B-22-7 8DDD,Well,B-22-7 8DDD,15060201,,,,,35.2998888,-113.0285000,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001470,ROBERT THOMPSON,Well,ROBERT THOMPSON,15050202,,,,,31.9134722,-110.2543300,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001471,ROBERT THOMPSON,Well,ROBERT THOMPSON,15050202,,,,,31.9134722,-110.2543300,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001472,ROBERT THOMPSON,Well,ROBERT THOMPSON,15050202,,,,,31.9171111,-110.2501100,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001473,LESTER MAYBERRY,Well,LESTER MAYBERRY,15050202,,,,,31.9043055,-110.2393600,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001474,LEE HYDER,Well,LEE HYDER,15050202,,,,,31.9116388,-110.2564700,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001475,W. HARRISON,Well,W. HARRISON,15050202,,,,,31.9151388,-110.3476900,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001476,W. HARRISON,Well,W. HARRISON,15050202,,,,,31.9151388,-110.3476900,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001763,LARRY KIMBALL,Well,LARRY KIMBALL,15040006,,,,,31.8180555,-109.0795200,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001766,PHIL ALBINS,Well,PHIL ALBINS,15070102,,,,,34.3861388,-112.2150500,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-001776,ELMA SANVDO,Well,ELMA SANVDO,15080301,,,,,31.8033333,-109.6895200,,,,Interpolation-Other,NAD27,0,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002183,A-13-1 20ADC,Well,A-13-1 20ADC,15070102,,,,,34.4929166,-112.2758800,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002186,A-13-1 20DBC,Well,A-13-1 20DBC,15070102,,,,,34.4892777,-112.2803600,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002187,A-13-1 20BAD,Well,A-13-1 20BAD,15070102,,,,,34.4966944,-112.2828000,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002251,D-14-24 20,Well,D-14-24 20,15050201,,,,,32.2030000,-109.9180000,,,,Interpolation-Map,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002253,D-14-24 17,Well,D-14-24 17,15050201,,,,,32.2170000,-109.9180000,,,,Interpolation-Map,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002260,D-14-24 8,Well,D-14-24 8,15050201,,,,,32.2320000,-109.9180000,,,,Interpolation-Map,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-002271,D-14-24 5,Well,D-14-24 5,15050201,,,,,32.2440000,-109.9180000,,,,Interpolation-Map,NAD27,0,ft,,,,Unknown,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-006078,ARIZONA WATER CO,Well,ARIZONA WATER CO,15060202,,,,,34.8608333,-111.8155200,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-006079,ARIZONA WATER CO,Well,ARIZONA WATER CO,15060202,,,,,34.8608333,-111.8155200,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-13152,MOUNTAIN VIEW WATER,Well,MOUNTAIN VIEW WATER,15020002,,,,,34.4681111,-109.3871900,,,,Interpolation-Other,NAD27,5880,ft,,,Other,NGVD29,US,04,001,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-13885,PRESCOTT COUNTRY CLUB,Well,PRESCOTT COUNTRY CLUB,15070102,,,,,34.5612805,-112.2679500,,,,GPS Carrier Phase Static Relative Position,NAD27,4746,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-13886,SHAMROCK (COUNTRY CLUB),Well,SHAMROCK (COUNTRY CLUB),15070102,,,,,34.5582736,-112.2668500,,,,GPS Carrier Phase Static Relative Position,NAD27,4724,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-13888,SHAMROCK WATER CO,Well,SHAMROCK WATER CO,15070102,,,,,34.5702336,-112.2743800,,,,GPS Carrier Phase Static Relative Position,NAD27,4726,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-13903,GRAPEVINE WELL,Well,GRAPEVINE WELL,15070102,,,,,34.6053683,-112.1867800,,,,GPS Carrier Phase Static Relative Position,NAD27,5344,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-14190,COYOTE SPRING,Spring,COYOTE SPRING,15060202,,,,,34.7091313,-112.2003100,,,,GPS Carrier Phase Static Relative Position,NAD27,5940,ft,,,Topographic Map Interpolation,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-14195,FAIN LAND & CATTLE,Well,FAIN LAND & CATTLE,15070102,,,,,34.6771166,-112.1913600,,,,GPS Carrier Phase Static Relative Position,NAD27,5770,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-14407,THEDE WELL,Well,THEDE WELL,15060202,,,,,34.6814083,-111.9348200,,,,GPS Carrier Phase Static Relative Position,NAD27,3225,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-14536,WELLS,Well,WELLS,15060202,,,,,34.7823416,-112.3027200,,,,GPS Carrier Phase Static Relative Position,NAD27,5083,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-14819,AZ WATER CO WELL #6,Well,AZ WATER CO WELL #6,15060202,,,,,34.8608333,-111.8155200,,,,Interpolation-Other,NAD27,4375,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-14830,AZ WATER CO WELL #4,Well,AZ WATER CO WELL #4,15060202,,,,,34.8322888,-111.7815700,,,,GPS Carrier Phase Static Relative Position,NAD27,4400,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-19334,"MORETON, DOUGLAS",Well,"MORETON, DOUGLAS",15070103,,,,,34.0196450,-112.8217300,,,,Interpolation-Other,NAD27,2398,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20076,SHAMROCK WATER COMPANY,Well,SHAMROCK WATER COMPANY,15070102,,,,,34.6075388,-112.3462600,,,,GPS Carrier Phase Static Relative Position,NAD27,0,ft,,,Leveling-Non Bench Mark Control Points,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20079,SHAMROCK WATER CO,Well,SHAMROCK WATER CO,15070102,,,,,34.6074155,-112.3252800,,,,GPS Carrier Phase Static Relative Position,NAD27,5043,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20081,SHAMROCK,Well,SHAMROCK,15070102,,,,,34.5997027,-112.3464800,,,,GPS Carrier Phase Static Relative Position,NAD27,5117,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20132,BUNKER,Well,BUNKER,15060202,,,,,34.5690086,-112.4251100,,,,GPS Carrier Phase Static Relative Position,NAD27,5240,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20227,PRESCOTT LIVESTOCK AUCT,Well,PRESCOTT LIVESTOCK AUCT,15060202,,,,,34.6452966,-112.4105100,,,,GPS Carrier Phase Static Relative Position,NAD27,4961,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20251,A.H. EDWARDS,Well,A.H. EDWARDS,15060202,,,,,34.6420833,-112.5005500,,,,Interpolation-Other,NAD27,5249,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20337,SCHAIBLE,Well,SCHAIBLE,15060202,,,,,34.7613377,-112.3959900,,,,GPS Carrier Phase Static Relative Position,NAD27,4764,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20362,EARNHART IRRIGATION,Well,EARNHART IRRIGATION,15060202,,,,,34.7921388,-112.4560200,,,,GPS Carrier Phase Static Relative Position,NAD27,4584,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20363,EARNHART DOMESTIC,Well,EARNHART DOMESTIC,15060202,,,,,34.7921444,-112.4560100,,,,GPS Carrier Phase Static Relative Position,NAD27,4578,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20585,CITY OF PRESCOTT,Well,CITY OF PRESCOTT,15060202,,,,,34.7519166,-112.4524400,,,,Interpolation-Other,NAD27,4726,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20586,CITY OF PRESCOTT,Well,CITY OF PRESCOTT,15060202,,,,,34.7501111,-112.4525000,,,,Interpolation-Other,NAD27,4733,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20588,HERITAGE MID SCHL- CVSD,Well,HERITAGE MID SCHL- CVSD,15060202,,,,,34.7456333,-112.4531700,,,,GPS Carrier Phase Static Relative Position,NAD27,4505,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20626,CHINO VALLEY MINI MART,Well,CHINO VALLEY MINI MART,15060202,,,,,34.7311388,-112.4525500,,,,GPS Carrier Phase Static Relative Position,NAD27,4787,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20879,BOND 3,Well,BOND 3,15060202,,,,,34.8055833,-112.4553600,,,,Interpolation-Other,NAD27,4516,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-20880,ARNOLD,Well,ARNOLD,15060202,,,,,34.8046783,-112.4612100,,,,GPS Carrier Phase Static Relative Position,NAD27,4527,ft,,,Other,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-27987,RATTLESNAKE SPRING,Spring,RATTLESNAKE SPRING,15040002,,,,,33.0772891,-109.1704000,,,,GPS Carrier Phase Static Relative Position,NAD27,4970,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-27989,BLACKJACK SPRING,Spring,BLACKJACK SPRING,15040002,,,,,33.0421619,-109.1087500,,,,GPS Carrier Phase Static Relative Position,NAD27,4960,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-29222,GILLARD HOT SPRINGS,Spring,GILLARD HOT SPRINGS,15040002,,,,,32.9727525,-109.3499300,,,,GPS Carrier Phase Static Relative Position,NAD27,3330,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-31119,ADOT - 3 WAY YARD,Well,ADOT - 3 WAY YARD,15040002,,,,,32.9474111,-109.2298600,,,,GPS Carrier Phase Static Relative Position,NAD27,3645,ft,,,Topographic Map Interpolation,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-31167,BENNETT / CHAVEZ-DOMESTIC,Well,BENNETT / CHAVEZ-DOMESTIC,15040002,,,,,32.9138658,-109.1971800,,,,GPS Carrier Phase Static Relative Position,NAD27,3490,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-31168,BENNETT / CHAVEZ - IRRIG.,Well,BENNETT / CHAVEZ - IRRIG.,15040002,,,,,32.9142816,-109.1995600,,,,GPS Carrier Phase Static Relative Position,NAD27,3490,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-32597,HARRIS CAMP SPRING,Spring,HARRIS CAMP SPRING,15040002,,,,,32.8365294,-109.2748300,,,,GPS Carrier Phase Static Relative Position,NAD27,4520,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-32653,DUNAGAN IRRIGATION,Well,DUNAGAN IRRIGATION,15040002,,,,,32.8086302,-109.1791600,,,,GPS Carrier Phase Static Relative Position,NAD27,3580,ft,,,Topographic Map Interpolation,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-32670,WAGLEY,Well,WAGLEY,15040002,,,,,32.8018475,-109.1678700,,,,GPS Carrier Phase Static Relative Position,NAD27,3620,ft,,,Topographic Map Interpolation,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-33416,MOLITOR WELL,Well,MOLITOR WELL,15040002,,,,,32.7744363,-109.2503300,,,,GPS Carrier Phase Static Relative Position,NAD27,4040,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-33449,HUNTER #2,Well,HUNTER #2,15040002,,,,,32.7538866,-109.0894900,,,,GPS Carrier Phase Static Relative Position,NAD27,3780,ft,,,Topographic Map Interpolation,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-33492,GARDNER HOUSE WELL,Well,GARDNER HOUSE WELL,15040002,,,,,32.7197958,-109.0772900,,,,GPS Carrier Phase Static Relative Position,NAD27,3720,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-33535,LUNTS DAIRY,Well,LUNTS DAIRY,15040002,,,,,32.6967975,-109.0522300,,,,GPS Carrier Phase Static Relative Position,NAD27,3699,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-34057,EL PASO GAS WELL,Well,EL PASO GAS WELL,15040002,,,,,32.6846261,-109.1358000,,,,GPS Carrier Phase Static Relative Position,NAD27,3897,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-34073,RICHENS WELL,Well,RICHENS WELL,15040002,,,,,32.6827819,-109.0764700,,,,GPS Carrier Phase Static Relative Position,NAD27,3722,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-34078,BIGELOW,Well,BIGELOW,15040002,,,,,32.6756630,-109.0769800,,,,GPS Carrier Phase Static Relative Position,NAD27,3745,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-34099,ADOT - PORT OF ENTRY,Well,ADOT - PORT OF ENTRY,15040002,,,,,32.6563080,-109.0624400,,,,GPS Carrier Phase Static Relative Position,NAD27,3810,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-34444,BIG TANK WELL,Well,BIG TANK WELL,15040002,,,,,32.5215688,-109.1452400,,,,GPS Carrier Phase Static Relative Position,NAD27,4284,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-34448,LAZY B RANCH HEADQTRS.,Well,LAZY B RANCH HEADQTRS.,15040002,,,,,32.5490469,-109.0693100,,,,GPS Carrier Phase Static Relative Position,NAD27,4077,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35010,ROBS WELL,Well,ROBS WELL,15040002,,,,,32.4649991,-109.1437100,,,,GPS Carrier Phase Static Relative Position,NAD27,4660,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35013,ANTELOPE WELL,Well,ANTELOPE WELL,15040002,,,,,32.4709166,-109.0745200,,,,Interpolation-Other,NAD27,4398,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35018,UPPER WILLOW WELL,Well,UPPER WILLOW WELL,15040003,,,,,32.4386586,-109.0914700,,,,GPS Carrier Phase Static Relative Position,NAD27,4800,ft,,,Other,NGVD29,US,04,011,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35672,LAYTON,Well,LAYTON,15050201,,,,,32.3414966,-109.7556400,,,,GPS Carrier Phase Static Relative Position,NAD27,4364,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35682,STATE LAND-WINDMILL,Well,STATE LAND-WINDMILL,15040006,,,,,32.3654738,-109.7028100,,,,GPS Carrier Phase Static Relative Position,NAD27,4347,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35689,STATE LAND-WINDMILL,Well,STATE LAND-WINDMILL,15040006,,,,,32.3841947,-109.6098500,,,,GPS Carrier Phase Static Relative Position,NAD27,4063,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35773,ANTELOPE WELL,Well,ANTELOPE WELL,15040006,,,,,32.3904750,-109.3977300,,,,GPS Carrier Phase Static Relative Position,NAD27,3561,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
