sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
C36,CK36-Cochise-CHERRY TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,1.6,5.21,Post-Transition Metal,0.033,0.03,Metalloid,1.04,3.38,Alkaline Earth Metal,0.01,0.00307,Alkaline Earth Metal,0.11,0.0337,Transitional Metal,0.39,0.12,Transitional Metal,9.31,2.86,Transitional Metal,0.23,0.0706,Transitional Metal,0.02,0.00613,Post-Transition Metal,15.49,4.75,Transitional Metal,7.96,2.44,Transitional Metal,040030011003,block_group
C36,CK36-Cochise-GREEK OREGANO,Cochise,Herbs,2015-2016,,mg/kg,greek oregano,44.5,56.48,Post-Transition Metal,0.134,0.17,Metalloid,34.2,43.42,Alkaline Earth Metal,0,0.0032,Alkaline Earth Metal,0.08,0.063,Transitional Metal,0.68,0.535,Transitional Metal,22.76,17.9,Transitional Metal,0.8,0.63,Transitional Metal,0.65,0.512,Post-Transition Metal,64.31,50.6,Transitional Metal,20.61,16.2,Transitional Metal,040030011003,block_group
C36,CK36-Cochise-YELLOW PEAR TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Pear Tomatoes,0.757,3.02,Post-Transition Metal,0.027,0.02,Metalloid,0.496,1.98,Alkaline Earth Metal,0.02,0.00501,Alkaline Earth Metal,0.09,0.0226,Transitional Metal,0.13,0.0326,Transitional Metal,5.71,1.43,Transitional Metal,0.07,0.0175,Transitional Metal,0.02,0.00501,Post-Transition Metal,14.75,3.7,Transitional Metal,6.82,1.71,Transitional Metal,040030011003,block_group
C38,CK38-Cochise-CORN,Cochise,Pulses,2015-2016,,mg/kg,corn,0.974,2.95,Post-Transition Metal,0.035,0.02,Metalloid,1.4,4.24,Alkaline Earth Metal,0.01,0.0033,Alkaline Earth Metal,0.03,0.0099,Transitional Metal,0.21,0.0693,Transitional Metal,20.73,6.84,Transitional Metal,0.23,0.0759,Transitional Metal,0.02,0.0066,Post-Transition Metal,50.89,16.8,Transitional Metal,6.52,2.15,Transitional Metal,040030010001,block_group
C38,CK38-Cochise-CORN COB,Cochise,Pulses,2015-2016,,mg/kg,corn,0.997,3.09,Post-Transition Metal,0.034,0.02,Metalloid,1.78,5.51,Alkaline Earth Metal,0.01,0.00323,Alkaline Earth Metal,0.07,0.0226,Transitional Metal,0.37,0.119,Transitional Metal,16.07,5.18,Transitional Metal,0.27,0.0871,Transitional Metal,0.05,0.0161,Post-Transition Metal,86.37,27.9,Transitional Metal,6.97,2.25,Transitional Metal,040030010001,block_group
C38,CK38-Cochise-CORN HUSK,Cochise,Other,2015-2016,,mg/kg,corn,3.02,9.38,Post-Transition Metal,0.034,0.07,Metalloid,3.49,10.86,Alkaline Earth Metal,0.01,0.00322,Alkaline Earth Metal,0.09,0.0289,Transitional Metal,4.76,1.53,Transitional Metal,19.8,6.37,Transitional Metal,1.66,0.534,Transitional Metal,0.14,0.045,Post-Transition Metal,74.92,24.1,Transitional Metal,4.68,1.5,Transitional Metal,040030010001,block_group
C38,CK38-Cochise-LETTUCE,Cochise,Leafy,2015-2016,,mg/kg,Lettuce,28.9,88.56,Post-Transition Metal,0.035,0.12,Metalloid,2.39,7.3,Alkaline Earth Metal,0,0.0013,Alkaline Earth Metal,0.39,0.127,Transitional Metal,0.24,0.0784,Transitional Metal,25.73,8.41,Transitional Metal,0.57,0.186,Transitional Metal,1.34,0.438,Post-Transition Metal,67.02,21.9,Transitional Metal,14.6,4.77,Transitional Metal,040030010001,block_group
C38,CK38-Cochise-POTATO,Cochise,Root and Tuber Vegetables,2015-2016,,mg/kg,Potato,12.2,41.61,Post-Transition Metal,0.031,0.02,Metalloid,0.456,1.55,Alkaline Earth Metal,0.01,0.00294,Alkaline Earth Metal,0.1,0.0294,Transitional Metal,0.15,0.0441,Transitional Metal,6.85,2.01,Transitional Metal,0.16,0.0471,Transitional Metal,0.17,0.05,Post-Transition Metal,19.08,5.61,Transitional Metal,8.07,2.37,Transitional Metal,040030010001,block_group
C38,CK38-Cochise-TOM,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.625,5.09,Post-Transition Metal,0.013,0.03,Metalloid,0.118,0.96,Alkaline Earth Metal,0,0.0005,Alkaline Earth Metal,0.09,0.0111,Transitional Metal,0.32,0.0393,Transitional Metal,8.97,1.1,Transitional Metal,0.17,0.0209,Transitional Metal,0.02,0.00246,Post-Transition Metal,16.9,2.08,Transitional Metal,7.11,0.873,Transitional Metal,040030010001,block_group
C43,CK43-Cochise-ARUGULA,Cochise,Brassica Vegetables,2015-2016,,mg/kg,arugula,39.2,63.86,Post-Transition Metal,0.065,0.09,Metalloid,5.56,9.06,Alkaline Earth Metal,0.01,0.00613,Alkaline Earth Metal,1.62,0.994,Transitional Metal,0.24,0.147,Transitional Metal,29.7,18.2,Transitional Metal,0.35,0.215,Transitional Metal,0.16,0.0982,Post-Transition Metal,140.33,86.1,Transitional Metal,17.45,10.7,Transitional Metal,040030011002,block_group
C43,CK43-Cochise-BROCOLLI RAAB L,Cochise,Brassica Vegetables,2015-2016,,mg/kg,broccoli rabe,6.8,9.86,Post-Transition Metal,0.073,0.09,Metalloid,16.8,24.32,Alkaline Earth Metal,0,0.0028,Alkaline Earth Metal,0.76,0.524,Transitional Metal,0.04,0.042,Transitional Metal,72.78,50.2,Transitional Metal,0.12,0.0828,Transitional Metal,0.02,0.0138,Post-Transition Metal,92.93,64.1,Transitional Metal,5.95,4.1,Transitional Metal,040030011002,block_group
C43,CK43-Cochise-SUNFLOWER,Cochise,Other,2015-2016,,mg/kg,sunflower,2.53,5.13,Post-Transition Metal,0.052,0.04,Metalloid,1.09,2.21,Alkaline Earth Metal,0.01,0.00493,Alkaline Earth Metal,0.41,0.202,Transitional Metal,0.07,0.03,Transitional Metal,15.51,7.64,Transitional Metal,0.16,0.0788,Transitional Metal,0.02,0.00985,Post-Transition Metal,71.45,35.2,Transitional Metal,16.99,8.37,Transitional Metal,040030011002,block_group
C43,CK43-Cochise-TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.679,2.85,Post-Transition Metal,0.025,0.01,Metalloid,0.0714,0.3,Alkaline Earth Metal,0,0.00098,Alkaline Earth Metal,0.34,0.081,Transitional Metal,0.05,0.014,Transitional Metal,8.36,1.99,Transitional Metal,0.16,0.0381,Transitional Metal,0.04,0.00952,Post-Transition Metal,29.07,6.92,Transitional Metal,13.58,3.23,Transitional Metal,040030011002,block_group
C43,CK43-Cochise-TOMATO LEAF,Cochise,Leafy,2015-2016,,mg/kg,Tomato,43.7,56.76,Post-Transition Metal,0.082,0.07,Metalloid,2.5,3.25,Alkaline Earth Metal,0,0.0032,Alkaline Earth Metal,1.46,1.12,Transitional Metal,0.24,0.185,Transitional Metal,33.82,26,Transitional Metal,0.55,0.423,Transitional Metal,0.14,0.108,Post-Transition Metal,33.94,26.1,Transitional Metal,27.21,20.9,Transitional Metal,040030011002,block_group
C45,CK45-Cochise-ARUGULA,Cochise,Brassica Vegetables,2015-2016,,mg/kg,arugula,10.7,49.41,Post-Transition Metal,0.0456,0.21,Metalloid,3.43,15.8,Alkaline Earth Metal,0,0.00089,Alkaline Earth Metal,0.81,0.176,Transitional Metal,0.14,0.0304,Transitional Metal,36.25,7.86,Transitional Metal,0.15,0.0325,Transitional Metal,0.21,0.0456,Post-Transition Metal,65.17,14.1,Transitional Metal,10.28,2.23,Transitional Metal,040030011002,block_group
C45,CK45-Cochise-PINE GUAVA,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,guava,0.733,4.2,Post-Transition Metal,0.019,0.03,Metalloid,0.183,1.05,Alkaline Earth Metal,0,0.00072,Alkaline Earth Metal,0.02,0.00349,Transitional Metal,0.03,0.011,Transitional Metal,4.89,0.853,Transitional Metal,0.05,0.00873,Transitional Metal,0.01,0.0014,Post-Transition Metal,4.43,0.773,Transitional Metal,2.47,0.431,Transitional Metal,040030011002,block_group
C45,CK45-Cochise-TARRAGON,Cochise,Herbs,2015-2016,,mg/kg,tarragon,5.79,16.84,Post-Transition Metal,0.036,0.11,Metalloid,4.63,13.46,Alkaline Earth Metal,0,0.0014,Alkaline Earth Metal,2.64,0.907,Transitional Metal,0.12,0.0412,Transitional Metal,32.55,11.2,Transitional Metal,0.23,0.079,Transitional Metal,0.1,0.0344,Post-Transition Metal,123.96,42.6,Transitional Metal,15.6,5.36,Transitional Metal,040030011002,block_group
C47,CK47-Cochise-CUCUMBER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,0.36,12.26,Post-Transition Metal,0.025,0.85,Metalloid,0.187,6.37,Alkaline Earth Metal,0,0.00012,Alkaline Earth Metal,0.02,0.000588,Transitional Metal,0.1,0.00294,Transitional Metal,21.84,0.642,Transitional Metal,0.36,0.0106,Transitional Metal,0.02,0.000588,Post-Transition Metal,45.8,1.35,Transitional Metal,8.11,0.238,Transitional Metal,040030002011,block_group
C47,CK47-Cochise-JALEPENOS,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,jalapeno,0.581,4.32,Post-Transition Metal,0.014,0.02,Metalloid,0.104,0.77,Alkaline Earth Metal,0.01,0.00135,Alkaline Earth Metal,0.07,0.00942,Transitional Metal,0.06,0.0082,Transitional Metal,8.31,1.12,Transitional Metal,2.78,0.374,Transitional Metal,0.01,0.001,Post-Transition Metal,12.91,1.74,Transitional Metal,19.16,2.58,Transitional Metal,040030002011,block_group
C47,CK47-Cochise-OKRA,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Okra,0.836,6.19,Post-Transition Metal,0.0514,0.38,Metalloid,0.954,7.06,Alkaline Earth Metal,0,0.00055,Alkaline Earth Metal,0.07,0.00946,Transitional Metal,0.12,0.0162,Transitional Metal,10.54,1.42,Transitional Metal,0.34,0.0459,Transitional Metal,0.02,0.0027,Post-Transition Metal,36.04,4.87,Transitional Metal,4.64,0.627,Transitional Metal,040030002011,block_group
C47,CK47-Cochise-TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.27,4.24,Post-Transition Metal,0.0068,0.02,Metalloid,0.0982,1.54,Alkaline Earth Metal,0,0.00026,Alkaline Earth Metal,0.06,0.00382,Transitional Metal,0.13,0.00829,Transitional Metal,9.25,0.59,Transitional Metal,0.37,0.0236,Transitional Metal,0.02,0.00127,Post-Transition Metal,19.76,1.26,Transitional Metal,8.13,0.518,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-CLEMSON SPINELESS OKRA BLOOM,Cochise,Other,2015-2016,,mg/kg,Okra,6.89,10.4,Post-Transition Metal,0.07,0.08,Metalloid,10.7,16.16,Alkaline Earth Metal,0.01,0.00662,Alkaline Earth Metal,0.24,0.159,Transitional Metal,0.12,0.0795,Transitional Metal,38.11,25.2,Transitional Metal,0.44,0.291,Transitional Metal,0.01,0.0052,Post-Transition Metal,66.31,43.9,Transitional Metal,8.82,5.84,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-CLEMSON SPINELESS OKRA FRUIT,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Okra,2.65,6.89,Post-Transition Metal,0.041,0.05,Metalloid,3.13,8.14,Alkaline Earth Metal,0,0.0016,Alkaline Earth Metal,0.16,0.0615,Transitional Metal,0.1,0.0385,Transitional Metal,24.13,9.28,Transitional Metal,0.12,0.0462,Transitional Metal,0,0.003,Post-Transition Metal,36.65,14.1,Transitional Metal,7.3,2.81,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-CLEMSON SPINELESS OKRA LEAF,Cochise,Leafy,2015-2016,,mg/kg,Okra,20.4,26.49,Post-Transition Metal,0.131,0.17,Metalloid,13.7,17.76,Alkaline Earth Metal,0,0.0032,Alkaline Earth Metal,0.3,0.231,Transitional Metal,0.07,0.047,Transitional Metal,74.73,57.5,Transitional Metal,0.19,0.146,Transitional Metal,0.05,0.0385,Post-Transition Metal,24.67,19,Transitional Metal,7.99,6.15,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-CLEMSON SPINELESS OKRA STEM,Cochise,Stalk and Stem Vegetables,2015-2016,,mg/kg,Okra,2.3,3.57,Post-Transition Metal,0.068,0.06,Metalloid,11.8,18.24,Alkaline Earth Metal,0.01,0.00645,Alkaline Earth Metal,0.14,0.0903,Transitional Metal,0.07,0.039,Transitional Metal,17.05,11,Transitional Metal,0.13,0.0839,Transitional Metal,0.01,0.005,Post-Transition Metal,18.65,12,Transitional Metal,4.23,2.73,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-GRAPE TOMATO VOLUNTEER L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,114,143.5,Post-Transition Metal,0.084,0.14,Metalloid,37.4,47.07,Alkaline Earth Metal,0.01,0.00794,Alkaline Earth Metal,1.36,1.08,Transitional Metal,0.13,0.103,Transitional Metal,131.55,104,Transitional Metal,0.12,0.0952,Transitional Metal,0.2,0.159,Post-Transition Metal,35.81,28.4,Transitional Metal,18.41,14.6,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-MARIGOLD FLOWER,Cochise,Other,2015-2016,,mg/kg,marigold,27.4,34.54,Post-Transition Metal,0.084,0.02,Metalloid,1.27,1.6,Alkaline Earth Metal,0,0.0033,Alkaline Earth Metal,0.15,0.119,Transitional Metal,0.22,0.175,Transitional Metal,18.39,14.6,Transitional Metal,0.84,0.667,Transitional Metal,0.06,0.0476,Post-Transition Metal,31.52,25,Transitional Metal,14.83,11.8,Transitional Metal,040030002011,block_group
C48,CK48-Cochise-MARIGOLD STEM,Cochise,Other,2015-2016,,mg/kg,marigold,8.31,10.05,Post-Transition Metal,0.088,0.01,Metalloid,4.7,5.69,Alkaline Earth Metal,0.01,0.00826,Alkaline Earth Metal,0.3,0.248,Transitional Metal,0.26,0.215,Transitional Metal,35.72,29.5,Transitional Metal,0.63,0.521,Transitional Metal,0.02,0.0165,Post-Transition Metal,29.7,24.5,Transitional Metal,14.54,12,Transitional Metal,040030002011,block_group
C50,CK50-Cochise-POTATO LEAF,Cochise,leafy,2015-2016,,mg/kg,Sweet Potato Leaf,50.6,59.15,Post-Transition Metal,0.091,0.11,Metalloid,0.915,1.07,Alkaline Earth Metal,0.03,0.0256,Alkaline Earth Metal,0.13,0.111,Transitional Metal,0.31,0.265,Transitional Metal,31.92,27.3,Transitional Metal,0.29,0.248,Transitional Metal,0.1,0.0855,Post-Transition Metal,66.64,57,Transitional Metal,30.12,25.7,Transitional Metal,040030002032,block_group
C50,CK50-Cochise-ROMA TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,1.08,4.61,Post-Transition Metal,0.025,0,Metalloid,0.0446,0.19,Alkaline Earth Metal,0,0.00096,Alkaline Earth Metal,0.02,0.00469,Transitional Metal,0.07,0.014,Transitional Metal,7.22,1.69,Transitional Metal,0.03,0.00704,Transitional Metal,0.02,0.00469,Post-Transition Metal,21.12,4.96,Transitional Metal,7.05,1.65,Transitional Metal,040030002032,block_group
C50,CK50-Cochise-ROMA TOMATO LEAF,Cochise,leafy,2015-2016,,mg/kg,Tomato,52.8,62.84,Post-Transition Metal,0.089,0.13,Metalloid,1.59,1.89,Alkaline Earth Metal,0.01,0.0084,Alkaline Earth Metal,0.08,0.0672,Transitional Metal,0.15,0.126,Transitional Metal,41.57,34.9,Transitional Metal,0.11,0.0924,Transitional Metal,0.07,0.0588,Post-Transition Metal,43.07,36.2,Transitional Metal,32.48,27.3,Transitional Metal,040030002032,block_group
C51,CK51-Cochise-LETTUCE,Cochise,Leafy,2015-2016,,mg/kg,Lettuce,1.14,11.4,Post-Transition Metal,0.011,0.09,Metalloid,1.07,10.67,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.56,0.056,Transitional Metal,0.04,0.0061,Transitional Metal,42.93,4.29,Transitional Metal,0.11,0.011,Transitional Metal,0.06,0.006,Post-Transition Metal,54.99,5.5,Transitional Metal,10.34,1.03,Transitional Metal,040030010001,block_group
C51,CK51-Cochise-KALE-CURLY,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Kale,0.955,9.55,Post-Transition Metal,0.026,0.26,Metalloid,3.4,33.98,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.22,0.022,Transitional Metal,0.06,0.0061,Transitional Metal,150.84,15.1,Transitional Metal,0.23,0.023,Transitional Metal,0.05,0.005,Post-Transition Metal,43.73,4.37,Transitional Metal,5.23,0.523,Transitional Metal,040030010001,block_group
C51,CK51-Cochise-KALE-LACINATO,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Kale,1.31,13.06,Post-Transition Metal,0.015,0.15,Metalloid,2.75,27.49,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.53,0.053,Transitional Metal,1.23,0.123,Transitional Metal,206.96,20.7,Transitional Metal,0.77,0.077,Transitional Metal,0.06,0.006,Post-Transition Metal,74.83,7.48,Transitional Metal,3.76,0.376,Transitional Metal,040030010001,block_group
C51,CK51-Cochise-RADISH (VEG),Cochise,Brassica Vegetables,2015-2016,,mg/kg,Radish,33.6,335.58,Post-Transition Metal,0.023,0.23,Metalloid,1.84,18.43,Alkaline Earth Metal,0.04,0.004,Alkaline Earth Metal,0.49,0.049,Transitional Metal,0.81,0.081,Transitional Metal,44.69,4.47,Transitional Metal,0.43,0.043,Transitional Metal,0.34,0.034,Post-Transition Metal,67.52,6.75,Transitional Metal,3.32,0.332,Transitional Metal,040030010001,block_group
C51,CK51-Cochise-RADISH (STEM),Cochise,Brassica Vegetables,2015-2016,,mg/kg,Radish,2.05,20.52,Post-Transition Metal,0.025,0.25,Metalloid,1.61,16.11,Alkaline Earth Metal,0.01,0.001,Alkaline Earth Metal,0.42,0.042,Transitional Metal,0.08,0.0061,Transitional Metal,29.73,2.97,Transitional Metal,0.08,0.008,Transitional Metal,0.06,0.006,Post-Transition Metal,56.96,5.7,Transitional Metal,2.44,0.244,Transitional Metal,040030010001,block_group
C51,CK51-Cochise-SPINACH,Cochise,Leafy,2015-2016,,mg/kg,Spinach,1.47,14.73,Post-Transition Metal,0.011,0.04,Metalloid,0.931,9.31,Alkaline Earth Metal,0.03,0.003,Alkaline Earth Metal,0.48,0.048,Transitional Metal,0.06,0.0061,Transitional Metal,66.92,6.69,Transitional Metal,0.08,0.008,Transitional Metal,0.07,0.007,Post-Transition Metal,204.59,20.5,Transitional Metal,10.72,1.07,Transitional Metal,040030010001,block_group
C53,CK53-Cochise-ARI TOM,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.714,7.91,Post-Transition Metal,0.0096,0.01,Metalloid,0.163,1.81,Alkaline Earth Metal,0.05,0.00451,Alkaline Earth Metal,0.04,0.00361,Transitional Metal,0.05,0.0055,Transitional Metal,12.73,1.15,Transitional Metal,0.07,0.00632,Transitional Metal,0.02,0.00181,Post-Transition Metal,21.32,1.92,Transitional Metal,9.08,0.819,Transitional Metal,040030003031,block_group
C53,CK53-Cochise-CUCUMBER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,0.297,5.25,Post-Transition Metal,0.0277,0.49,Metalloid,0.228,4.03,Alkaline Earth Metal,0.02,0.00113,Alkaline Earth Metal,0.04,0.00227,Transitional Metal,0.05,0.0034,Transitional Metal,15.97,0.904,Transitional Metal,0.2,0.0113,Transitional Metal,0.11,0.00623,Post-Transition Metal,52.6,2.98,Transitional Metal,10.79,0.611,Transitional Metal,040030003031,block_group
C53,CK53-Cochise-GREEN PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,0.342,3.58,Post-Transition Metal,0.01,0.01,Metalloid,0.114,1.19,Alkaline Earth Metal,0,0.00039,Alkaline Earth Metal,0.04,0.00382,Transitional Metal,0.03,0.0058,Transitional Metal,14.28,1.36,Transitional Metal,0.13,0.0124,Transitional Metal,0.01,0.00074,Post-Transition Metal,22.63,2.16,Transitional Metal,8.02,0.766,Transitional Metal,040030003031,block_group
C53,CK53-Cochise-KALE,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Kale,27.3,151.01,Post-Transition Metal,0.0289,0.16,Metalloid,7.94,43.93,Alkaline Earth Metal,0.02,0.00362,Alkaline Earth Metal,0.15,0.0271,Transitional Metal,0.24,0.0434,Transitional Metal,59.74,10.8,Transitional Metal,0.33,0.0597,Transitional Metal,0.19,0.0344,Post-Transition Metal,64.74,11.7,Transitional Metal,5.82,1.05,Transitional Metal,040030003031,block_group
C53,CK53-Cochise-POTATO,Cochise,Root and Tuber Vegetables,2015-2016,,mg/kg,Potato,17.5,118.78,Post-Transition Metal,0.016,0.05,Metalloid,0.636,4.32,Alkaline Earth Metal,0.01,0.00147,Alkaline Earth Metal,0.15,0.0221,Transitional Metal,0.26,0.0383,Transitional Metal,13.4,1.97,Transitional Metal,0.25,0.0368,Transitional Metal,0.06,0.00884,Post-Transition Metal,20.75,3.06,Transitional Metal,12.17,1.79,Transitional Metal,040030003031,block_group
C55,CK55-Cochise-GREEN BEANS,Cochise,Legumes,2015-2016,,mg/kg,green beans,0.882,2.02,Post-Transition Metal,0.046,0.04,Metalloid,2.23,5.11,Alkaline Earth Metal,0,0.0018,Alkaline Earth Metal,0.01,0.00437,Transitional Metal,0.11,0.048,Transitional Metal,13.81,6.03,Transitional Metal,1.14,0.498,Transitional Metal,0.02,0.00873,Post-Transition Metal,47.74,20.8,Transitional Metal,10.8,4.72,Transitional Metal,040030002024,block_group
C55,CK55-Cochise-SALVIA,Cochise,Other,2015-2016,,mg/kg,salvia,14.2,24.31,Post-Transition Metal,0.0994,0.17,Metalloid,28.1,48.03,Alkaline Earth Metal,0,0.0024,Alkaline Earth Metal,0.01,0.00585,Transitional Metal,0.34,0.199,Transitional Metal,27.05,15.8,Transitional Metal,0.36,0.211,Transitional Metal,0.06,0.0351,Post-Transition Metal,89.12,52.1,Transitional Metal,16.99,9.94,Transitional Metal,040030002024,block_group
C55,CK55-Cochise-TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.407,3.32,Post-Transition Metal,0.013,0.03,Metalloid,0.187,1.52,Alkaline Earth Metal,0,0.0005,Alkaline Earth Metal,0.1,0.0123,Transitional Metal,0.27,0.0331,Transitional Metal,16.96,2.08,Transitional Metal,0.43,0.0528,Transitional Metal,0.05,0.00613,Post-Transition Metal,20.32,2.49,Transitional Metal,11.44,1.4,Transitional Metal,040030002024,block_group
C55,CK55-Cochise-VINCA,Cochise,Other,2015-2016,,mg/kg,vinca,7.81,17.26,Post-Transition Metal,0.0769,0.17,Metalloid,3.8,8.39,Alkaline Earth Metal,0,0.0019,Alkaline Earth Metal,0.14,0.0633,Transitional Metal,0.12,0.0543,Transitional Metal,36.96,16.7,Transitional Metal,0.56,0.253,Transitional Metal,0.03,0.0136,Post-Transition Metal,49.44,22.4,Transitional Metal,8.69,3.93,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-BABY CARROT,Cochise,Root and Tuber Vegetables,2015-2016,,mg/kg,Carrot,19.8,101.37,Post-Transition Metal,0.021,0.09,Metalloid,1.37,7.02,Alkaline Earth Metal,0.01,0.00195,Alkaline Earth Metal,0.13,0.0254,Transitional Metal,0.69,0.135,Transitional Metal,12.01,2.35,Transitional Metal,0.48,0.0938,Transitional Metal,0.11,0.0215,Post-Transition Metal,59.06,11.5,Transitional Metal,7.94,1.55,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-BABY CARROT STEM,Cochise,Root and Tuber Vegetables,2015-2016,,mg/kg,Carrot,40.7,127.07,Post-Transition Metal,0.034,0.09,Metalloid,5.75,17.95,Alkaline Earth Metal,0.03,0.00962,Alkaline Earth Metal,0.22,0.0705,Transitional Metal,0.45,0.144,Transitional Metal,42.47,13.6,Transitional Metal,0.29,0.0929,Transitional Metal,0.17,0.0545,Post-Transition Metal,98.01,31.4,Transitional Metal,10.49,3.36,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-CHERRY TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,1.34,5.37,Post-Transition Metal,0.026,0,Metalloid,0.254,1.02,Alkaline Earth Metal,0,0.001,Alkaline Earth Metal,0.03,0.00746,Transitional Metal,0.09,0.0224,Transitional Metal,13.25,3.3,Transitional Metal,0.06,0.0149,Transitional Metal,0.01,0.0019,Post-Transition Metal,24.31,6.05,Transitional Metal,5.65,1.41,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-SCALLION (VEG),Cochise,Bulb Vegetables,2015-2016,,mg/kg,scallion,9.86,34.6,Post-Transition Metal,0.03,0.04,Metalloid,1.97,6.91,Alkaline Earth Metal,0.01,0.00285,Alkaline Earth Metal,0.09,0.0256,Transitional Metal,0.39,0.111,Transitional Metal,23.26,6.63,Transitional Metal,0.23,0.0655,Transitional Metal,0.06,0.0171,Post-Transition Metal,96.26,27.4,Transitional Metal,4.14,1.18,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-SCALLION STEM,Cochise,Bulb Vegetables,2015-2016,,mg/kg,scallion,71.8,218.94,Post-Transition Metal,0.035,0.11,Metalloid,3.98,12.15,Alkaline Earth Metal,0.01,0.00328,Alkaline Earth Metal,0.07,0.023,Transitional Metal,0.81,0.266,Transitional Metal,44.59,14.6,Transitional Metal,0.39,0.128,Transitional Metal,0.19,0.0623,Post-Transition Metal,62.09,20.4,Transitional Metal,4.14,1.36,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-SWEET PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Sweet Pepper,1.29,3.28,Post-Transition Metal,0.042,0.02,Metalloid,0.482,1.23,Alkaline Earth Metal,0,0.0016,Alkaline Earth Metal,0.07,0.0275,Transitional Metal,0.08,0.024,Transitional Metal,13.65,5.35,Transitional Metal,0.13,0.051,Transitional Metal,0.01,0.0031,Post-Transition Metal,25.12,9.85,Transitional Metal,12.98,5.09,Transitional Metal,040030002024,block_group
C56,CK56-Cochise-SWEET PEPPER STEM & L,Cochise,Stalk and Stem Vegetables,2015-2016,,mg/kg,Sweet Pepper,170,190.84,Post-Transition Metal,0.095,0.14,Metalloid,9.72,10.89,Alkaline Earth Metal,0,0.0037,Alkaline Earth Metal,0.22,0.196,Transitional Metal,0.49,0.437,Transitional Metal,20,17.9,Transitional Metal,0.27,0.241,Transitional Metal,0.14,0.125,Post-Transition Metal,60.58,54.1,Transitional Metal,6.46,5.77,Transitional Metal,040030002024,block_group
C57,CK57-Cochise-CABBAGE L,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Cabbage,39.8,133.77,Post-Transition Metal,0.0804,0.27,Metalloid,5.99,20.14,Alkaline Earth Metal,0.01,0.00298,Alkaline Earth Metal,0.05,0.0149,Transitional Metal,0.41,0.122,Transitional Metal,36.1,10.7,Transitional Metal,0.27,0.0804,Transitional Metal,0.1,0.0298,Post-Transition Metal,34.51,10.3,Transitional Metal,5.2,1.55,Transitional Metal,040030002024,block_group
